restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
"2133 Green Hills Village DrNashville, TN 37215",3.5,"If you live in Green Hills, this is an awesome take out solution. Portion sizes are huge, so if you plan the menu right you can order for your family and get a lot of great food at an ok price. Top food choices: four cheese pasta, avocado rolls and especially cheesecake",The Cheesecake Factory,6154632400,8 reviews,2015-10-04,"Nashville, TN",/biz/the-cheesecake-factory-nashville,5.0,160,"Washington, DC",Rodger R.
"2133 Green Hills Village DrNashville, TN 37215",3.5,I love this location! My favorite on the menu is the Buffalo Blast is so amazing!,The Cheesecake Factory,6154632400,24 reviews,2015-08-27,"Nashville, TN",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Whitney L.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"I normally do not like chains, but cheesecake factory offers pretty tasty dishes. I really like the curry chicken and shrimp dish, the avocado egg rolls, and of course their cheesecakes! Service is normally really great, just be prepared to wait a while if you go on the weekends!A good place to eat if you are around the mall or before going to the movies.  Probably one of the better choices of chain restaurants in the area!",The Cheesecake Factory,6154632400,164 reviews,2014-05-15,"Atlanta, GA",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Anna J.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"I really, really don't like having to go to the Green Hills mall, but since we were there, we decided to grab some lunch at The Cheesecake Factory.  The place was packed with holiday shoppers, but we were still seated, as promised, within 15 minutes. I ordered the grilled chicken tostada salad, and when the waiter asked if I wanted the full portion, I replied ""of course.""  I shan't make that mistake again.The salad was amazing, but I have never before ordered a salad that I couldn't finish.  They started with a massive platter and loaded it to overflowing.  My wife really enjoyed her shrimp tacos, but she also had more food than she could finish.  So neither one of us had room for the cheesecake.The menu is a book.  Seriously.  They have so many items that it was difficult to figure out what we wanted.  Bookmarks would have been helpful.  We were seated right beside a server station, and we spent the entire meal with waiters and waitresses literally standing over us.  At one point we had two people standing beside us and another standing right behind me, and I felt like I was back in a submarine mess deck.This was my first experience dining at the Cheesecake Factory.  If we do go back to Green Hills, I'm more likely to pick up some cheesecake to take home than dining there again.",The Cheesecake Factory,6154632400,282 reviews,2014-12-16,"Hendersonville, TN",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Larry S.
"2133 Green Hills Village DrNashville, TN 37215",3.5,Bad service and the food too salty. Me and my husband went there for his birthday. I was so sorry for him. Bad birthday for him ever. I wasn't mean to give that bad tip for the waitress. Guess what happened me and my husband ordered 2 steak. The steak too salty then he told the waitress and she said let she bring it to the back and tell the chef wash all the sauce off and put the sauce separate and the manager gave us more bread without butter. How can we eat that?. But what my husband received only that steak washes and over cook without any sauce. Then the dinner ended up pretty bad. When we walked out. The waitress didn't look at us and said any thanks. We ended up with the total $80 with $1.50 tip. We always give the good tip like 30% or more. By the way never go back there again.,The Cheesecake Factory,6154632400,2 reviews,2015-07-21,"Antioch, TN",/biz/the-cheesecake-factory-nashville,1.0,160,"Washington, DC",Thao N.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"I tried the Orange Chicken and was not a fan. I didn't get much, if any orange flavor. Pretty much tasted like a straight up peanut sauce. Service was also on the really slow side so I guess it was just an off day over all...",The Cheesecake Factory,6154632400,41 reviews,2015-04-12,"Nashville, TN",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Vince H.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"I give it 3 stars for 3 specific reasons.1. This restaurant would get 4 stars if it was not for the last time my boyfriend and I went. The steak was asked to be cooked medium but it was cooked well done. (The steak Diane was recommended by our waitress who was actually amazing and reminded me of Piper for O is the new B) The chicken was too dry and the mashed potatoes didn't taste fresh. Also, the Cajun Jumbalaya Pasta I always order was dry and lacked sauce. 2. I understand it is a chain restaurant and it's busy during dinner time but do I have to wait 20 minutes for the waitress to come go my table after the hostess sat us? We went through 3 different waitresses until we finally were able to order our food! 3. We paid $13 for 3 small spring rolls as an appetizer. The portions are ridiculously small for the price. Their dinner entrees are a generous amount but again, my food came out unappetizing. If you choose an appetizer, their fried calamari is bomb! However, their cheesecake is to die for. It is hands down the best cheesecake I have ever put in my mouth! If you go here to try it out, I recommend going during lunch time or before the dinner rush. Don't be alarmed with the bad reviews but do take caution and the worst that could happen is you getting a over cooked steak or dry pasta! Lastly, I have been to so many Cheesecake factories at different locations and I think everyone should try it at least once in their lifetime!",The Cheesecake Factory,6154632400,20 reviews,2014-08-13,"Clarksville, TN",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Na Hyun K.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"For the amount of food you get, it's great. The ambiance is nice and is great for dates. For birthday dinners, not so much - since they don't take reservations, we typically have to wait 30-45 minutes when going with groups for birthday dinners.Avoid the Asian-fusion, their orange chicken was sub-par (tasted like store bought Asian sauce) and both my boyfriend and I hated it. In comfort food, I loved their chicken biscuit and mashed potatoes. Smothered in gravy, it was a delicious cheat meal. Rich, creamy, and flavorful.",The Cheesecake Factory,6154632400,35 reviews,2015-03-29,"Nashville, TN",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Emily C.
"2133 Green Hills Village DrNashville, TN 37215",3.5,Long waits /Good service / Average entrees / Excellent cheesecake .... the oreo cheesecake is worth the $$ ... Heavenly !,The Cheesecake Factory,6154632400,20 reviews,2014-12-10,"Auburn, AL",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Rachel S.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"Excellent food!  I had about a 30 minute wait to get a table, but the service was great and the food was better. Clean environment, friendly service, clean restrooms. The non booth tables are cramped for space and slightly loud but still a great atmosphere. Definitely coming back here soon.",The Cheesecake Factory,6154632400,53 reviews,2015-01-17,"Columbia, SC",/biz/the-cheesecake-factory-nashville,5.0,160,"Washington, DC",Michael Y.
"2133 Green Hills Village DrNashville, TN 37215",3.5,Awful and I mean awful experience!Even the manager could not fix or resolve multiple attempts to get our lunch order correct.Worst experience ever!Cheesecake Restoration more the name.Do not go!  Run! run! Run!,The Cheesecake Factory,6154632400,41 reviews,2015-06-22,"Santa Ana, CA",/biz/the-cheesecake-factory-nashville,1.0,160,"Washington, DC",Mark C.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"Visited the Cheesecake Factory in the Green Hills Mall in Nashville, TN. Sunday night wait time was around 30 min so it wasn't too terrible. And we busied ourselves by wandering through the shops close by. Seated, ordered 4 waters, and got our bread without any hesitation or anything of note. We ordered our food (4 cheese pasta with chicken, Skinnylicious chicken pasta, and I can't remember what the other two in our group got.) and it came out pretty promptly. The servings are large, but the chicken in my pasta might've amounted up to a half of a chicken breast if I'm honest. My girlfriend wasn't overly happy about about her pasta either because it looked more like a bowl full of diced tomatoes with a smattering of pasta noodles. To me it was not worth the $17 for mine, or for hers. But, they were alright. Then we went onto dessert. I'm a sucker for a classic cheesecake. No strawberries, no cherries, no sauce. Plain ol' cheesecake. My girlfriend on the other hand, is not the cheesecake connoisseur that I consider myself. She got the Oreo cheesecake, and when it was all over, it looked like someone had murdered a pack of oreos and whipped cream on her plate. We were happier with dessert than the meal, but even with that, I don't feel it was quite worth the $50 plus tip that the bill came out to.",The Cheesecake Factory,6154632400,37 reviews,2014-12-22,"Somerville, AL",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",James L.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"For starters, valet is offered right outside the entrance. Beautiful, massive interior and some outside seating available. Nice bar area. Bakery near the entrance. Clean restrooms. Some days service is slower than others. They can get very busy - on the bright side it's connected to the mall for while you await your table. The menu is overwhelmingly extensive. Pre-dinner rolls are delicious. I always get the four-cheese pasta, and I love it. They also have lunch portions. This is one of my favorite places.",The Cheesecake Factory,6154632400,42 reviews,2015-04-30,"Nashville, TN",/biz/the-cheesecake-factory-nashville,5.0,160,"Washington, DC",Allison B.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"Although I have been to The Cheesecake Factory before, this is my first visit to this particular location.  Thankfully we arrived pretty close to opening (11:00 a.m.) because this place got busy before noon.  It's possible that Friday's just tend to draw a larger than normal lunch crowd.If you have ever been to The Cheesecake Factory, then you already know the massiveness of the menu.  I opted to try something different, which is typically never the case for me.  I ordered the fried chicken salad and boy was it way more than I could possibly eat.  This was not your two strips of chicken chopped up and thrown on top.  The salad was served with five extra large pieces of chicken drizzled in a  fabulous honey mustard sauce, mixed greens and tossed in ranch dressing.Jaime was our server and she was beyond awesome!  Not only was she attentive but she was very personable.",The Cheesecake Factory,6154632400,165 reviews,2013-10-15,"Germantown, TN",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Carol M.
"2133 Green Hills Village DrNashville, TN 37215",3.5,Great food great service surprise we don't have to wait. We split a chicken piccata and it was filling for both of us.,The Cheesecake Factory,6154632400,2 reviews,2015-02-09,"Nashville, TN",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Dixon W.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"Good food,horrible dining experienceDisappointed I've been to this location several times and was always satisfied with every aspect of the dining experience , that is up until recently. My husband and I decided to dine here one evening and we brought along our kids 6 and 12. The wait was normal on your typical weekend so that was not an issue. Where my issue lies is wear and how we were seated. We were seated all the way in the back close to the kitchen, as well as other African American's who were dining, along side Caucasian families who you could tell was not from that demographic area or (zip code) if you catch my drift. All of the servers for us in the ""back"" we're African American as well. While taking my youngest to rest room she noticed the front of the restaurant was seated with nothing but Caucasian people. It was bad enough when my husband and I caught on to what was going on, but what made it even worse was when both of my children noticed what was going on as well. I hated that there experience was less than acceptable,and I was very disappointed that they had to experience being discriminated in that way. I hope anyone in management reads this and seriously makes some changes. I will not go back to this location unless changes are made.",The Cheesecake Factory,6154632400,2 reviews,2015-03-01,"Nashville, TN",/biz/the-cheesecake-factory-nashville,2.0,160,"Washington, DC",Cynthia B.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"On the way back home from the only real vacation we'll take this year. My man just had a birthday and he got a gift card for Cheesecake Factory...Yea!!We would have had to wait for about 15-20 minutes for a table so we sat at the bar to take advantage of the happy hour appetizers. We got the Chicken Pot Stickers. Lots of chicken in them, lightly crunchy on one side and soft and chewy on the other. Awesome.I ordered the Steak Diane and Chicken Madeira. Got the steak medium, it was perfect nice and juicy. The Madeira was stated to be their most popular chicken dish, it was very good. Although I still like the chicken marsala better. My man got the California cheese steak sandwich with fries. He was very satisfied with the sandwich and the fries. Both dishes were a nice size. I couldn't finish mine and neither could my man. We both took some home.",The Cheesecake Factory,6154632400,88 reviews,2014-06-28,"Columbus, OH",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Heather D.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"I'm going to preface this post with the fact that I used to work at this location and have ventured into a different career path. Some of the reviews on this thread are absolutely ridiculous and a true representation of the very impatient and extremely ungrateful society that the service industry deals with on a daily basis. Some of you people need to get yourselves a nice membership to Sam's Club and stay home. That aside, let's address some of these issues:Wait Time- Yes, I know it's insane that one of the top-grossing Cheesecake Factories in the nation has upwards of two hours wait time on a Saturday night. You know what's even crazier? The fact that you're handed a pager when you enter the building and the nice hostess at the front TELLS you this information and you STILL decide to wait. You know what you could do in 2 hours? You could COOK YOUR OWN FOOD. It's a novel idea, I know. This is not to stray people from eating at this location but you have to understand that your server does not have control over how long you waited for the table. So many times I would have a couple or a group sit at my table after waiting an hour and they had the nerve to be angry with ME?! It makes it really hard for a server to give you a good experience when your response to ""How are you all doing this evening?"" is ""WE WAITED AN HOUR- WE ARE HUNGRY!"" How rude. Please also understand that the hostess is not a magician. She cannot predict down to the minute how long a table is going to sit at their table before it becomes available so be gracious if you have a large party- I guarantee they're always working to get you in as fast as possible. Food Quality- Cheesecake Factory prides themselves on the fact that essentially every dish is ""homemade."" Have you ever accidentally undercooked something when you were cooking at home? Have you ever burnt something? I bet you have. Same goes for a restaurant. We have a ""last line of defense"" tactic that we try to use before food leaves the kitchen but because we are a very fast-paced restaurant, we sometimes miss things. Simply notify your server and they will get a new dish working for you as quickly as they can. They do not cook your food so yelling at them for the way your dish comes out is not going to solve anything. That's essentially like yelling at your child for the way your husband cooked the hamburgers. And believe me, they're upset your food isn't right- the longer you sit at their table, the less money they make. Cramped Tables- Again, your server didn't create the layout of the restaurant. Yes, the bar tables are close together- they are the same way in almost every other CCF you go to. No one in the restaurant created the layout- the big guys at the top created it so instead of complaining, maybe strike up a conversation with the people next to you. Temperature- Someone said it was cold in the restaurant. I apologize we cannot accommodate everyone's preferred temperature. Sweaters are a thing. Racist Seating- When I read the review about the way the restaurant is sat, I had to keep my insides from falling out because I was laughing so hard. You're absolutely right- a restaurant with a 2 hour wait has plenty of time to strategically sit the ""black"" people in the back and the ""white"" people in the front. From what I've heard from the staff at this location (who are very aware of all of the reviews on this page) that evening there was a Chris Brown concert. Now, from a logic standpoint, because Chris Brown is an african-american artist, he probably has a large african-american fanbase. Because you often attend concerts with friends, this would also mean you eat dinner with your friends- as a group. The only part of this restaurant that accommodates groups is the BACK of the restaurant. Please get over yourself and stop thinking the world is out to get you. We don't have time or patience to seat by color and I feel dumber for having read your review. Slow Service- I can actually attest that the service can be slow at times. This restaurant can do upwards of $27,000 in sales on some nights. This means that everything can get a little backed up. The bar is serving the servers, the guests at the bar, and the patrons who are drinking while they wait for tables. Drinks, especially alcoholic, can take some time. As far as bread service goes, bread is not served automatically anymore as we are trying to conserve as a restaurant. Your server will (or should) always ask if you want bread AFTER they take your order. You can always ask for it. Also, if it's not hot, they'll always be happy to get you warm bread but they have to wait until the next batch is out or take the time to stick your bread in the oven which can be very hard if they're busy. Just be patient. Servers are humans too. We are not magicians that can just make things happen at the drop of a hat. Overall, this restaurant is amazing. If you want a great experience, you have to positively engage with your server.",The Cheesecake Factory,6154632400,3 reviews,2015-05-27,"Nashville, TN",/biz/the-cheesecake-factory-nashville,5.0,160,"Washington, DC",Nashville K.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"The cheese cake factory, one of those places that has something for everyone. This is due to the fact that their menu is the length of a short novel. Luckily for you armed with a 6th grade reading level and about 20 minutes of your time you can read through the whole thing. The fact that it is so big is annoying. However the food is pretty good. Not really great but solid and very consistent, as is their service. This location seems to hold up their company standard well.",The Cheesecake Factory,6154632400,146 reviews,2014-09-05,"Nashville, TN",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Corey W.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"Large menu, good food, grab your sweater.The menu here is literally a book.  Since I've been quite a few times, I now simply stick to the Skinnylicious Menu which aim at smaller portions and fewer calories.  They also have a lunch menu on page 8 of their novel/menu.  My favorite things from the Skinny Menu are Beets with Goat Cheese Salad, Chicken Samosas, Ahi Tartare, Shrimp Summer Rolls.  I used to ALWAYS order their Miso Salmon but I had no idea it had so many calories!  I'm trying to get my summer beach body here, come on.Grab your sweater if you tend to get chilly easily because it is damn cold in here.  Always.If you have budgeted for it, try a cheesecake or two.  They are quite pricey for a slice but man are they good - all of them.  Every single one I have tried have been delicious.  My mouth is watering thinking about it right now.  When's lunch?Location - Great.  Smack-dab in the middle of Green Hills Mall.  Burn off some cheesecake calories while shopping.Parking - Sucks.  Service - Good.Food - Great.Pricing - Fair/Good.I want some cheesecake.",The Cheesecake Factory,6154632400,29 reviews,2014-07-25,"Nashville, TN",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Mary V.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"Sort of disappointing for a date night. Wife and I were seated at a table that barely allowed room for us before we had our food. we choose to go with tons of appetizers instead of mains, so that we could try all the different things. Cuban rolls sounded great till the came out fried like an egg roll. In fact almost everything seemed to be fried. on top of that, the small table didn't give us a lot of room to eat so it became very congested. when we finally left, we actually weren't interested in taking any of our left overs home so that shows how unsavory they were. Maybe next time we will order something from the entrée menu and it will be better.",The Cheesecake Factory,6154632400,204 reviews,2014-07-30,"Mount Juliet, TN",/biz/the-cheesecake-factory-nashville,2.0,160,"Washington, DC",Ryan P.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"After visiting several times, overall they're pretty good.Pros:  Large menu with lots of variety.  Very large portions (seriously, each entree serves 2), consistent food that's always pretty good, lots of yummy cheesecake, free bread, separate cheesecake counter so you can buy to go.Cons: Large menu-seriously there are way too many things on it! If you have over 200 menu items, it's too much.  Almost always busy, so long waits.  The dim lighting goes a little far (I know you're trying to create the atmosphere, but you can barely read the tiny print on the menus-and I don't have bad vision at all!)  Also the spinach dip was basically just spinach & artichokes, not nearly cheesy or flavorful enough.So far I've had the Godiva Chocolate, apple strudel, chocolate mousse, dolce de leche, original, and white chocolate macadamia cheesecakes.  The Godiva & dulce de leche were my favorites.",The Cheesecake Factory,6154632400,29 reviews,2014-03-30,"Nashville, TN",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Annabelle A.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"Ordered the wings, waitress accidentally dropped one on my lap and I was wearing white shorts.  While this was bad enough, I was also visiting from millington and that was the only pair of shorts I brought to go out in. The manager first attempted to get Ross opened up after closing, but was unsuccessful.  He then sent one of his waiters to a local department store to pick me up a pair of shorts.  He comp'd the wings and brought the shorts out in one of those boxes they put their cheesecakes in.  Thought it was a nice touch.  While it was aggravating to have been attacked with poultry, they went a long way to make it right.  I'll go back, only this time I'll bring an extra set of clothes with me.",The Cheesecake Factory,6154632400,2 reviews,2015-07-16,"Chula Vista, CA",/biz/the-cheesecake-factory-nashville,5.0,160,"Washington, DC",Terrence S.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"New to the happy hour at Cheesecake Factory. Seems pretty good so far. Love the interior design, especially the high ceiling. May,19,2014",The Cheesecake Factory,6154632400,1 review,2014-05-19,"Franklin, TN",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Dilshad D.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"My first time eating here and I was really disappointed with the service and food. We ordered Stuffed Chicken Tortillas , Four Cheese Pasta with Shrimp, Dynamite Shrimp, and Spinach Artichoke. The cocktail Typhoon drink was delish. The Dynamite Shrimp, Spinach Dip, and Stuffed Tortillas were actually ok, but the Four Cheese Pasta was horrible. Not only did they send it out cold the first time but they sent it out cold the second time and reheated from the first time. Who does that???????? Well, I'm sorry but I had to take it to management only because our server was a little turd on top of everything else. I certainly believe in great service and great food and if I receive anything less, you will hear about it.",The Cheesecake Factory,6154632400,5 reviews,2014-12-08,"Chicago, IL",/biz/the-cheesecake-factory-nashville,1.0,160,"Washington, DC",Michelle C.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"I've been to a lot of Cheesecake Factory's, and this one is not exceptional.   The food always comes out, and it's pretty good, but I wouldn't go out of my way to stop in at this particular location.The service tends to be a bit slow as well.",The Cheesecake Factory,6154632400,29 reviews,2014-08-09,"Murfreesboro, TN",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Beth F.
"2133 Green Hills Village DrNashville, TN 37215",3.5,"I don't understand the craze that surrounds this place.  Some things on the menu are really good (the mac and cheese balls and the desserts) and some things are downright disgusting.  I had chicken fettuccine alfredo that tasted awful and flavorless.  I have had the shepherds pie in the past and it's also gross.The location in Nashville was TOO COLD.  People were covering up with their napkins LOL  It would be funnier, if the waitress I asked about the A/C wasn't so rude.",The Cheesecake Factory,6154632400,142 reviews,2014-08-07,"Campbellsville, KY",/biz/the-cheesecake-factory-nashville,3.0,160,"Washington, DC",Kenneth M.
"2133 Green Hills Village DrNashville, TN 37215",3.5,This place is always above average and the service definitely  stood out this time. Our server was polite and on top of everything.  Whatever there business model is for hiring and training there are a ton of franchises that should practice it. The only reason for the missing the 5th star is the seating. My wife and I went here for date night and the seating was awful. We where so close to other people on both sides I felt I should introduce myself. There was zero privacy in our conversation. Maybe next time I will ask for better seating.,The Cheesecake Factory,6154632400,106 reviews,2015-02-05,"Hendersonville, TN",/biz/the-cheesecake-factory-nashville,4.0,160,"Washington, DC",Russell M.
