restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.0,"Great food, spotty service","Very comfortable environment. We were seated and waited on immediately. The service was prompt, served our salads within 5 minutes and then entrees within 5 minutes of clearing salad plates.
And then strangely, our waiter all but disappeared. While it was nice to be left alone and allow the meal to slow down a bit, it became irritating that we...


More",Ristorante Piccolo,3,1,"January 18, 2015",,/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",Charles B
4.0,Perfect Date Night,"My partner and I spent a lovely Christmas holiday date night at this restaurant. I highly recommend going earlier than the average dinner rush time. We had a reservation for 530pm, showed up at 500pm, and were immediately seated in what felt like the best table in the place. Secluded from the cozy, close-to-your-neighbor rest of the dining room, this...


More",Ristorante Piccolo,10,5,"January 4, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,5.0,232,"Washington, DC",diannesthesia
4.0,wonderful holiday luncheon,"We booked the Saturnia Room for our holiday business luncheon. The entire team at Ristorante Piccolo were so accommodating and professional – they made everything perfect! Our entire team (20 people) work remotely so we only get together in person once or twice a year and everyone truly enjoyed themselves! One of my colleagues actually commented that if she could...


More",Ristorante Piccolo,1,0,"December 19, 2014",,/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,5.0,232,"Washington, DC",mebrown2
4.0,Beautiful quaint restaurant in Georgetown,"My girlfriends from high school and I went to Piccolo today for a pre holiday get together, which we try to do annually. The ambience was very festive, with tasteful Christmas decorations and fireplaces lit in every room.
Specializing in Italian cuisine, we did not have a plate amongst us left empty. Their tomato soup is delicious, their ravioli freshly...


More",Ristorante Piccolo,76,30,"December 9, 2014",,/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",navidad_not
4.0,Good basic American Italian meal,"If you get seated in the front room, either in the bow windows or in front of the fireplace, this place is as romantic as it gets. The food is excellent, but is more American/Italian, than the real thing one finds in Italy. In fact, I wonder if any Italians even work at the restaurant.",Ristorante Piccolo,20,11,"December 2, 2014",Boston,/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",skisnowboard
4.0,Good food and service,"After a day of touring we ate at Piccolo in Georgetown. There was no wait since we arrived around 5 pm. I would imagine reservations would be necessary since the space is very small.
We were waited on right away and the service remained good all night.
For an appetizer the calamari was good, portion average. The drinks were good....


More",Ristorante Piccolo,114,48,"November 30, 2014","boston, MA",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",vaca32
4.0,No-Wait Alternative,Restaurants in Georgetown can be very crowded and have long waiting lines since most don't accept reservations. The Piccolo has basic Italian food in a cozy atmosphere (on the main floor - don't go upstairs) at reasonable prices and no waiting!,Ristorante Piccolo,46,21,"November 11, 2014","Bloomfield Hills, Michigan",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,3.0,232,"Washington, DC",DrG48301
4.0,Go elsewhere,"Staying in Georgetown on vacation, and not knowing where to eat, we decided to give this eatery a shot. The exterior was so darn cute and charming. The menu looked okay and they advertised Early Bird dinner, at a considerable savings. Since we were relative early we went in. When I asked about the ""Early Bird"" dinner, we were given...


More",Ristorante Piccolo,120,80,"November 5, 2014","Las Vegas, Nevada",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,3.0,232,"Washington, DC",Mauisron
4.0,Romantic date night,"Great restaurant in a romantic setting. Food is delicious. Good pricing.The service was a bit too fast and rushed for a date night. We were barely done with our appetizers when our entrées were served, and there was no time between when we ordered our dessert and when it was served, making us question the effort and presentation of the...


More",Ristorante Piccolo,113,39,"November 2, 2014","New York City, New York",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",ecatsnow
4.0,"Atmosphere great, service lousy","Service was slow, waiters were rude felt like we were rushed. Food was ok, cold appetizers. Atmosphere was great,",Ristorante Piccolo,1,0,"October 19, 2014",,/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,3.0,232,"Washington, DC",haopy123
4.0,A Good Dinner,"This is not a bad place, the food was fine and the service was also fine. The wine is a bit on the pricey side, but it was still good. Directly over the road is the Paper Moon; if you have to choose between the two then avoid the Paper Moon as Piccolo is far superior.",Ristorante Piccolo,27,21,"October 10, 2014","Chester, United Kingdom",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",DingDangD0
4.0,Super awesome,"This restaurant was a second choice originally, but our first choice (Fimolmena's) was not available. Good thing or we wouldn't have been able to experience Piccolo! Apps were awesome. My wife said it was the best ravioli she ever had. My son's veal was out of this world and my risotto/calamari special was awesome. Highly recommended. Was a little worried...


More",Ristorante Piccolo,14,5,"October 5, 2014","Oranjestad, Aruba",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,5.0,232,"Washington, DC",Matt S
4.0,Charming Italian,"We had rented bikes for the day and we cycled by Piccolo in Georgetown. It looked charming with a small balcony upstairs. We managed to book a table for that evening.
The restaurant is cozy and has a great ambiance...
We were able to dine on the balcony, which is only very small but lovely when the weather is warm....


More",Ristorante Piccolo,78,63,"October 1, 2014","Manchester, United Kingdom",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",Anna L
4.0,Cosy Italian restaurant,"The food was quite good, we had some fresh pasta and salads. Service was quick and efficient and the wine was reasonably priced.",Ristorante Piccolo,31,32,"September 30, 2014","Reykjavik, Iceland",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",Seltirningur
4.0,Very Romantic,cozy and classy with a great wine list and wonderful food..Don't miss the mushroom ravioli and especially the tiramisu!! So good we should have ordered two!,Ristorante Piccolo,72,22,"September 30, 2014",,/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,5.0,232,"Washington, DC",Suzcamp
4.0,"Slow service, okay pasta","Usually have a pasta meal the night before I take a long run in the morning. Did so at this place, average tasting, nothing special. Service was slow, would probably not come back in the future. Typical, Italian restaurant.",Ristorante Piccolo,95,27,"September 27, 2014","Grimsby, Canada",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,2.0,232,"Washington, DC",Glenn A
4.0,Charming and great food,"This is the second time we have eaten at this restaurant, we came across it the first time as we were strolling around Georgetown, the building itself is very charming with a small balcony overlooking the street, Never seen anyone actually eating there( maybe its too small) but it looks very inviting. The food is very good on this occasion...


More",Ristorante Piccolo,745,427,"September 24, 2014","Richmond, Virginia",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",Bornabrit
4.0,Not Good,"This restaurant was recommended by a friend, so after walking past numerous restaurants, we stopped in. We got the sunset special, which consisted of soup or salad, main dish and tiramisu. First up was a tomato based soup, which tasted like watered down pasta sauce & olive oil. Next was the London broil. We asked for little to no pink...


More",Ristorante Piccolo,3,3,"September 18, 2014","Arab, Alabama",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,2.0,232,"Washington, DC",mjlh2008
4.0,Piccolo Piccolo Piccolo,"We had a group of eight after an hour + booze cruise of the Potomac. They move the reservation around twice for us which was wonderful especially for a large party for which this restaurant is very ill equipped. The space is cramped and better suited for romantic dinners for two or four.
However, they sat us quickly and upstairs...


More",Ristorante Piccolo,84,29,"September 18, 2014","Washington DC, District of Columbia",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,3.0,232,"Washington, DC",D_Kirk2013
4.0,"Mixed review, would not return","Four for dinner. One drink, 3 apps and 4 entrees. $138 not including tip. The pricing is moderate considering the area and competition. Apps are tasty though small portions. It took forever to get our entrees as the server said there was a party of 30 upstairs that was getting fed. Well, frankly I don't give a damn, where's our...


More",Ristorante Piccolo,84,58,"September 14, 2014","Manalapan, New Jersey, United States",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,3.0,232,"Washington, DC",Bruce S
4.0,Great time!!,"This restaurant has excellent food, environment, wine and was an all around great time. You cannot go wrong dining here.",Ristorante Piccolo,1,0,"September 8, 2014",,/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,5.0,232,"Washington, DC",Jamie C
4.0,"Fresh, tasty and classy","Picolo has probably just become our new favorite classy italian restaurant. Until now la Perla was the best one and will continue to be up there but it is nice to always have options.
So we had a reservation at il canale (which we don't like) only because Picolo had no space. When we arrived at Canale they made us...


More",Ristorante Piccolo,58,47,"September 7, 2014","Cincinnati, Ohio",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,5.0,232,"Washington, DC",SwissTraveler1977
4.0,A romantic and cozy Italian restaurant,"I was supposed to go to the Italian restaurant crossing the street but we decided to go to this little Italian restaurant with outdoor balcony seating in the second floor. We ordered their 1 pound Maine lobster special with linguine for $19 and risotto al frutti di mare which is a seafood risotto with shrimps, mussels, scallops, and baby clams...


More",Ristorante Piccolo,8,7,"September 3, 2014","Lawrence, Kansas",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",angela-lin-juliani
4.0,Great little place just outside Georgetown tourist area,Just off M St this is a very nice little Italian place. Nice ambience. Menu was decent and the food was quite good. I had gnocchi with mushrooms and it was a hit.,Ristorante Piccolo,55,29,"August 14, 2014","San Rafael, California",/Restaurant_Review-g28970-d481179-Reviews-Ristorante_Piccolo-Washington_DC_District_of_Columbia.html,4.0,232,"Washington, DC",BPS-246
